species;clade;group;desert
Darevskia_daghestanica;Lacertoidea;lizard;Out
Darevskia_defilippii;Lacertoidea;lizard;Asian
Darevskia_derjugini;Lacertoidea;lizard;Out
Darevskia_kamii;Lacertoidea;lizard;Asian
Darevskia_kopetdaghica;Lacertoidea;lizard;Persian
Darevskia_lindholmi;Lacertoidea;lizard;Out
Darevskia_mixta;Lacertoidea;lizard;Out
Darevskia_parvula;Lacertoidea;lizard;Out
Darevskia_portschinskii;Lacertoidea;lizard;Persian
Darevskia_praticola;Lacertoidea;lizard;Persian
Darevskia_raddei;Lacertoidea;lizard;Out
Darevskia_rostombekovi;Lacertoidea;lizard;Out
Darevskia_rudis;Lacertoidea;lizard;Out
Darevskia_sapphirina;Lacertoidea;lizard;Out
Darevskia_saxicola;Lacertoidea;lizard;Out
Darevskia_schaekeli;Lacertoidea;lizard;Out
Darevskia_steineri;Lacertoidea;lizard;Out
Darevskia_unisexualis;Lacertoidea;lizard;Out
Darevskia_valentini;Lacertoidea;lizard;Out
Dasia_grisea;Scincoidea;lizard;Out
Dasia_haliana;Scincoidea;lizard;Out
Dasia_johnsinghi;Scincoidea;lizard;Out
Dasia_olivacea;Scincoidea;lizard;Out
Dasia_subcaeruleum;Scincoidea;lizard;Out
Dasia_vittata;Scincoidea;lizard;Out
Dasypeltis_atra;Serpentes;snake;Out
Dasypeltis_confusa;Serpentes;snake;Out
Dasypeltis_fasciata;Serpentes;snake;Out
Dasypeltis_gansi;Serpentes;snake;Out
Dasypeltis_latericia;Serpentes;snake;Out
Dasypeltis_sahelensis;Serpentes;snake;Out
Dasypeltis_scabra;Serpentes;snake;Kalahari
Deinagkistrodon_acutus;Serpentes;snake;Out
Delma_australis;Gekkota;lizard;Australian
Delma_borea;Gekkota;lizard;Australian
Delma_butleri;Gekkota;lizard;Australian
Delma_concinna;Gekkota;lizard;Out
Delma_fraseri;Gekkota;lizard;Australian
Delma_grayii;Gekkota;lizard;Australian
Delma_haroldi;Gekkota;lizard;Australian
Delma_impar;Gekkota;lizard;Out
Delma_inornata;Gekkota;lizard;Out
Delma_labialis;Gekkota;lizard;Out
Delma_mitella;Gekkota;lizard;Out
Delma_molleri;Gekkota;lizard;Australian
Delma_nasuta;Gekkota;lizard;Australian
Delma_pax;Gekkota;lizard;Australian
Delma_petersoni;Gekkota;lizard;Australian
Delma_tincta;Gekkota;lizard;Australian
Delma_torquata;Gekkota;lizard;Out
Demansia_papuensis;Serpentes;snake;Out
Demansia_psammophis;Serpentes;snake;Australian
Demansia_vestigiata;Serpentes;snake;Out
Dendrelaphis_bifrenalis;Serpentes;snake;Out
Dendrelaphis_caudolineatus;Serpentes;snake;Out
Dendrelaphis_caudolineolatus;Serpentes;snake;Out
Dendrelaphis_pictus;Serpentes;snake;Out
Dendrelaphis_schokari;Serpentes;snake;Out
Dendrelaphis_tristis;Serpentes;snake;Out
Dendroaspis_angusticeps;Serpentes;snake;Out
Dendroaspis_polylepis;Serpentes;snake;Kalahari
Dendrophidion_dendrophis;Serpentes;snake;Out
Dendrophidion_percarinatum;Serpentes;snake;Out
Denisonia_devisi;Serpentes;snake;Out
Diadophis_punctatus;Serpentes;snake;American
Diaphorolepis_wagneri;Serpentes;snake;Out
Dibamus_bourreti;Dibamidae;lizard;Out
Dibamus_celebensis;Dibamidae;lizard;Out
Dibamus_greeri;Dibamidae;lizard;Out
Dibamus_montanus;Dibamidae;lizard;Out
Dibamus_novaeguineae;Dibamidae;lizard;Out
Dibamus_seramensis;Dibamidae;lizard;Out
Dibamus_tiomanensis;Dibamidae;lizard;Out
Dicrodon_guttulatum;Lacertoidea;lizard;Out
Dierogekko_inexpectatus;Gekkota;lizard;Out
Dierogekko_insularis;Gekkota;lizard;Out
Dierogekko_kaalaensis;Gekkota;lizard;Out
Dierogekko_koniambo;Gekkota;lizard;Out
Dierogekko_nehoueensis;Gekkota;lizard;Out
Dierogekko_poumensis;Gekkota;lizard;Out
Dierogekko_thomaswhitei;Gekkota;lizard;Out
Dierogekko_validiclavis;Gekkota;lizard;Out
Dieurostus_dussumieri;Serpentes;snake;Out
Dinarolacerta_montenegrina;Lacertoidea;lizard;Out
Dinarolacerta_mosorensis;Lacertoidea;lizard;Out
Diplodactylus_capensis;Gekkota;lizard;Australian
Diplodactylus_conspicillatus;Gekkota;lizard;Australian
Diplodactylus_fulleri;Gekkota;lizard;Australian
Diplodactylus_galaxias;Gekkota;lizard;Australian
Diplodactylus_galeatus;Gekkota;lizard;Australian
Diplodactylus_granariensis;Gekkota;lizard;Australian
Diplodactylus_klugei;Gekkota;lizard;Australian
Diplodactylus_mitchelli;Gekkota;lizard;Australian
Diplodactylus_nebulosus;Gekkota;lizard;Out
Diplodactylus_ornatus;Gekkota;lizard;Australian
Diplodactylus_polyophthalmus;Gekkota;lizard;Out
Diplodactylus_pulcher;Gekkota;lizard;Australian
Diplodactylus_savagei;Gekkota;lizard;Australian
Diplodactylus_tessellatus;Gekkota;lizard;Australian
Diplodactylus_vittatus;Gekkota;lizard;Out
Diploglossus_bilobatus;Anguimorpha;lizard;Out
Diploglossus_pleii;Anguimorpha;lizard;Out
Diplolaemus_darwinii;Iguania;lizard;Out
Diplometopon_zarudnyi;Lacertoidea;worm lizard;Saharab
Diporiphora_albilabris;Iguania;lizard;Out
Diporiphora_amphiboluroides;Iguania;lizard;Australian
Diporiphora_arnhemica;Iguania;lizard;Out
Diporiphora_australis;Iguania;lizard;Out
Diporiphora_bennettii;Iguania;lizard;Out
Diporiphora_bilineata;Iguania;lizard;Out
Diporiphora_lalliae;Iguania;lizard;Australian
Diporiphora_linga;Iguania;lizard;Australian
Diporiphora_magna;Iguania;lizard;Out
Diporiphora_nobbi;Iguania;lizard;Out
Diporiphora_phaeospinosa;Iguania;lizard;Out
Diporiphora_pindan;Iguania;lizard;Out
Diporiphora_reginae;Iguania;lizard;Australian
Diporiphora_superba;Iguania;lizard;Out
Diporiphora_valens;Iguania;lizard;Australian
Diporiphora_winneckei;Iguania;lizard;Australian
Dipsadoboa_shrevei;Serpentes;snake;Out
Dipsadoboa_unicolor;Serpentes;snake;Out
Dipsas_albifrons;Serpentes;snake;Out
Dipsas_articulata;Serpentes;snake;Out
Dipsas_catesbyi;Serpentes;snake;Out
Dipsas_indica;Serpentes;snake;Out
Dipsas_pratti;Serpentes;snake;Out
Dipsas_variegata;Serpentes;snake;Out
Dipsina_multimaculata;Serpentes;snake;Kalahari
Dipsosaurus_dorsalis;Iguania;lizard;American
Dispholidus_typus;Serpentes;snake;Kalahari
Ditypophis_vivax;Serpentes;snake;Saharab
Dixonius_aaronbaueri;Gekkota;lizard;Out
Dixonius_melanostictus;Gekkota;lizard;Out
Dixonius_siamensis;Gekkota;lizard;Out
Dixonius_vietnamensis;Gekkota;lizard;Out
Dolichophis_caspius;Serpentes;snake;Out
Dolichophis_jugularis;Serpentes;snake;Out
Dolichophis_schmidti;Serpentes;snake;Persian
Dopasia_gracilis;Anguimorpha;lizard;Out
Dopasia_harti;Anguimorpha;lizard;Out
Dracaena_guianensis;Lacertoidea;lizard;Out
Draco_beccarii;Iguania;lizard;Out
Draco_biaro;Iguania;lizard;Out
Draco_bimaculatus;Iguania;lizard;Out
Draco_blanfordii;Iguania;lizard;Out
Draco_boschmai;Iguania;lizard;Out
Draco_bourouniensis;Iguania;lizard;Out
Draco_caerulhians;Iguania;lizard;Out
Draco_cornutus;Iguania;lizard;Out
Draco_cristatellus;Iguania;lizard;Out
Draco_cyanopterus;Iguania;lizard;Out
Draco_dussumieri;Iguania;lizard;Out
Draco_fimbriatus;Iguania;lizard;Out
Draco_formosus;Iguania;lizard;Out
Draco_guentheri;Iguania;lizard;Out
Draco_haematopogon;Iguania;lizard;Out
Draco_indochinensis;Iguania;lizard;Out
Draco_lineatus;Iguania;lizard;Out
Draco_maculatus;Iguania;lizard;Out
Draco_maximus;Iguania;lizard;Out
Draco_melanopogon;Iguania;lizard;Out
Draco_mindanensis;Iguania;lizard;Out
Draco_obscurus;Iguania;lizard;Out
Draco_ornatus;Iguania;lizard;Out
Draco_palawanensis;Iguania;lizard;Out
Draco_quadrasi;Iguania;lizard;Out
Draco_quinquefasciatus;Iguania;lizard;Out
Draco_reticulatus;Iguania;lizard;Out
Draco_rhytisma;Iguania;lizard;Out
Draco_spilonotus;Iguania;lizard;Out
Draco_spilopterus;Iguania;lizard;Out
Draco_sumatranus;Iguania;lizard;Out
Draco_taeniopterus;Iguania;lizard;Out
Draco_timorensis;Iguania;lizard;Out
Draco_volans;Iguania;lizard;Out
Drepanoides_anomalus;Serpentes;snake;Out
Dromicodryas_bernieri;Serpentes;snake;Out
Dromicodryas_quadrilineatus;Serpentes;snake;Out
Dryadosaura_nordestina;Lacertoidea;lizard;Out
Drymarchon_corais;Serpentes;snake;Out
Drymarchon_couperi;Serpentes;snake;Out
Drymobius_margaritiferus;Serpentes;snake;Out
Drymobius_rhombifer;Serpentes;snake;Out
Drymoluber_brazili;Serpentes;snake;Out
Drymoluber_dichrous;Serpentes;snake;Out
Dryocalamus_nympha;Serpentes;snake;Out
Drysdalia_coronoides;Serpentes;snake;Out
Drysdalia_mastersii;Serpentes;snake;Australian
Drysdalia_rhodogaster;Serpentes;snake;Out
Duberria_lutrix;Serpentes;snake;Out
Duberria_variegata;Serpentes;snake;Out
Ebenavia_inunguis;Gekkota;lizard;Out
Echinanthera_melanostigma;Serpentes;snake;Out
Echinanthera_undulata;Serpentes;snake;Out
Echiopsis_curta;Serpentes;snake;Out
Echis_borkini;Serpentes;snake;Saharab
Echis_carinatus;Serpentes;snake;Asian_Persian
Echis_coloratus;Serpentes;snake;Saharab
Echis_jogeri;Serpentes;snake;Out
Echis_khosatzkii;Serpentes;snake;Saharab
Echis_leucogaster;Serpentes;snake;Saharab
Echis_ocellatus;Serpentes;snake;Out
Echis_omanensis;Serpentes;snake;Saharab
Echis_pyramidum;Serpentes;snake;Saharab
Ecpleopus_gaudichaudii;Lacertoidea;lizard;Out
Egernia_cunninghami;Scincoidea;lizard;Out
Egernia_cygnitos;Scincoidea;lizard;Australian
Egernia_depressa;Scincoidea;lizard;Australian
Egernia_eos;Scincoidea;lizard;Australian
Egernia_epsisolus;Scincoidea;lizard;Australian
Egernia_hosmeri;Scincoidea;lizard;Out
Egernia_kingii;Scincoidea;lizard;Out
Egernia_napoleonis;Scincoidea;lizard;Out
Egernia_richardi;Scincoidea;lizard;Australian
Egernia_saxatilis;Scincoidea;lizard;Out
Egernia_stokesii;Scincoidea;lizard;Australian
Egernia_striolata;Scincoidea;lizard;Out
Eirenis_aurolineatus;Serpentes;snake;Out
Eirenis_barani;Serpentes;snake;Out
Eirenis_collaris;Serpentes;snake;Persian
Eirenis_coronelloides;Serpentes;snake;Saharab
Eirenis_decemlineatus;Serpentes;snake;Out
Eirenis_eiselti;Serpentes;snake;Out
Eirenis_hakkariensis;Serpentes;snake;Out
Eirenis_levantinus;Serpentes;snake;Out
Eirenis_lineomaculatus;Serpentes;snake;Out
Eirenis_medus;Serpentes;snake;Asian_Persian
Eirenis_modestus;Serpentes;snake;Persian
Eirenis_persicus;Serpentes;snake;Persian
Eirenis_punctatolineatus;Serpentes;snake;Persian
Eirenis_rothii;Serpentes;snake;Out
Elaphe_anomala;Serpentes;snake;Out
Elaphe_bimaculata;Serpentes;snake;Out
Elaphe_carinata;Serpentes;snake;Out
Elaphe_climacophora;Serpentes;snake;Out
Elaphe_davidi;Serpentes;snake;Out
Elaphe_dione;Serpentes;snake;Asian_Gobi_Persian
Elaphe_quadrivirgata;Serpentes;snake;Out
Elaphe_quatuorlineata;Serpentes;snake;Out
Elaphe_sauromates;Serpentes;snake;Asian
Elaphe_schrenckii;Serpentes;snake;Out
Elaphe_zoigeensis;Serpentes;snake;Out
Elapognathus_coronatus;Serpentes;snake;Out
Elapomorphus_quinquelineatus;Serpentes;snake;Out
Elapotinus_picteti;Serpentes;snake;Out
Elapsoidea_nigra;Serpentes;snake;Out
Elapsoidea_semiannulata;Serpentes;snake;Out
Elapsoidea_sundevallii;Serpentes;snake;Kalahari
Elasmodactylus_tetensis;Gekkota;lizard;Out
Elasmodactylus_tuberculosus;Gekkota;lizard;Out
Elgaria_coerulea;Anguimorpha;lizard;Out
Elgaria_kingii;Anguimorpha;lizard;American
Elgaria_multicarinata;Anguimorpha;lizard;Out
Elgaria_panamintina;Anguimorpha;lizard;American
Elgaria_paucicarinata;Anguimorpha;lizard;American
Emoia_atrocostata;Scincoidea;lizard;Out
Emoia_caeruleocauda;Scincoidea;lizard;Out
Emoia_concolor;Scincoidea;lizard;Out
Emoia_cyanogaster;Scincoidea;lizard;Out
Emoia_cyanura;Scincoidea;lizard;Out
Emoia_impar;Scincoidea;lizard;Out
Emoia_isolata;Scincoidea;lizard;Out
Emoia_jakati;Scincoidea;lizard;Out
Emoia_loyaltiensis;Scincoidea;lizard;Out
Emoia_physicae;Scincoidea;lizard;Out
Emoia_pseudocyanura;Scincoidea;lizard;Out
Emoia_schmidti;Scincoidea;lizard;Out
Emoia_tongana;Scincoidea;lizard;Out
Enhydris_enhydris;Serpentes;snake;Out
Enhydris_innominata;Serpentes;snake;Out
Enhydris_jagorii;Serpentes;snake;Out
Enhydris_longicauda;Serpentes;snake;Out
Enhydris_subtaeniata;Serpentes;snake;Out
Enyalioides_azulae;Iguania;lizard;Out
Enyalioides_binzayedi;Iguania;lizard;Out
Enyalioides_cofanorum;Iguania;lizard;Out
Enyalioides_heterolepis;Iguania;lizard;Out
Enyalioides_laticeps;Iguania;lizard;Out
Enyalioides_microlepis;Iguania;lizard;Out
Enyalioides_oshaughnessyi;Iguania;lizard;Out
Enyalioides_palpebralis;Iguania;lizard;Out
Enyalioides_praestabilis;Iguania;lizard;Out
Enyalioides_rubrigularis;Iguania;lizard;Out
Enyalioides_rudolfarndti;Iguania;lizard;Out
Enyalius_bibronii;Iguania;lizard;Out
Enyalius_bilineatus;Iguania;lizard;Out
Enyalius_boulengeri;Iguania;lizard;Out
Enyalius_brasiliensis;Iguania;lizard;Out
Enyalius_catenatus;Iguania;lizard;Out
Enyalius_erythroceneus;Iguania;lizard;Out
Enyalius_iheringii;Iguania;lizard;Out
Enyalius_leechii;Iguania;lizard;Out
Enyalius_perditus;Iguania;lizard;Out
Enyalius_pictus;Iguania;lizard;Out
Epicrates_alvarezi;Serpentes;snake;Out
Epicrates_assisi;Serpentes;snake;Out
Epicrates_cenchria;Serpentes;snake;Out
Epicrates_crassus;Serpentes;snake;Out
Epicrates_maurus;Serpentes;snake;Out
Epictia_columbi;Serpentes;snake;Out
Epictia_goudotii;Serpentes;snake;Out
Epictia_magnamaculata;Serpentes;snake;Out
Epictia_tenella;Serpentes;snake;Out
Eremias_acutirostris;Lacertoidea;lizard;Persian
Eremias_argus;Lacertoidea;lizard;Gobi
Eremias_arguta;Lacertoidea;lizard;Asian
Eremias_brenchleyi;Lacertoidea;lizard;Out
Eremias_grammica;Lacertoidea;lizard;Asian
Eremias_intermedia;Lacertoidea;lizard;Asian
Eremias_lalezharica;Lacertoidea;lizard;Out
Eremias_montanus;Lacertoidea;lizard;Out
Eremias_multiocellata;Lacertoidea;lizard;Gobi
Eremias_persica;Lacertoidea;lizard;Persian
Eremias_pleskei;Lacertoidea;lizard;Out
Eremias_przewalskii;Lacertoidea;lizard;Gobi
Eremias_scripta;Lacertoidea;lizard;Asian
Eremias_strauchi;Lacertoidea;lizard;Persian
Eremias_suphani;Lacertoidea;lizard;Out
Eremias_velox;Lacertoidea;lizard;Asian_Persian
Eremias_vermiculata;Lacertoidea;lizard;Gobi
Eremiascincus_douglasi;Scincoidea;lizard;Out
Eremiascincus_fasciolatus;Scincoidea;lizard;Australian
Eremiascincus_isolepis;Scincoidea;lizard;Out
Eremiascincus_pardalis;Scincoidea;lizard;Out
Eremiascincus_richardsonii;Scincoidea;lizard;Australian
Eristicophis_macmahoni;Serpentes;snake;Persian
Erpeton_tentaculatum;Serpentes;snake;Out
Erythrolamprus_aesculapii;Serpentes;snake;Out
Erythrolamprus_almadensis;Serpentes;snake;Out
Erythrolamprus_atraventer;Serpentes;snake;Out
Erythrolamprus_breviceps;Serpentes;snake;Out
Erythrolamprus_ceii;Serpentes;snake;Out
Erythrolamprus_cursor;Serpentes;snake;Out
Erythrolamprus_epinephelus;Serpentes;snake;Atacama
Erythrolamprus_jaegeri;Serpentes;snake;Out
Erythrolamprus_juliae;Serpentes;snake;Out
Erythrolamprus_miliaris;Serpentes;snake;Out
Erythrolamprus_mimus;Serpentes;snake;Out
Erythrolamprus_poecilogyrus;Serpentes;snake;Atacama
Erythrolamprus_pygmaeus;Serpentes;snake;Out
Erythrolamprus_reginae;Serpentes;snake;Atacama
Erythrolamprus_typhlus;Serpentes;snake;Out
Eryx_colubrinus;Serpentes;snake;Out
Eryx_conicus;Serpentes;snake;Persian
Eryx_elegans;Serpentes;snake;Persian
Eryx_jaculus;Serpentes;snake;Persian
Eryx_jayakari;Serpentes;snake;Saharab
Eryx_johnii;Serpentes;snake;Persian
Eryx_miliaris;Serpentes;snake;Asian_Gobi_Persian
Eryx_muelleri;Serpentes;snake;Saharab
Eryx_tataricus;Serpentes;snake;Asian_Gobi_Persian
Eublepharis_macularius;Gekkota;lizard;Persian
Eublepharis_turcmenicus;Gekkota;lizard;Asian
Eugongylus_albofasciolatus;Scincoidea;lizard;Out
Eugongylus_rufescens;Scincoidea;lizard;Out
Eulamprus_heatwolei;Scincoidea;lizard;Out
Eulamprus_kosciuskoi;Scincoidea;lizard;Out
Eulamprus_leuraensis;Scincoidea;lizard;Out
Eulamprus_quoyii;Scincoidea;lizard;Out
Eulamprus_tympanum;Scincoidea;lizard;Out
Euleptes_europaea;Gekkota;lizard;Out
Eumeces_algeriensis;Scincoidea;lizard;Out
Eumeces_schneideri;Scincoidea;lizard;Persian
Eumecia_anchietae;Scincoidea;lizard;Out
Eunectes_murinus;Serpentes;snake;Out
Eunectes_notaeus;Serpentes;snake;Out
Euprepiophis_conspicillata;Serpentes;snake;Out
Euprepiophis_mandarinus;Serpentes;snake;Out
Euprepiophis_perlacea;Serpentes;snake;Out
Eurolophosaurus_amathites;Iguania;lizard;Out
Eurolophosaurus_divaricatus;Iguania;lizard;Out
Eurolophosaurus_nanuzae;Iguania;lizard;Out
Eurydactylodes_agricolae;Gekkota;lizard;Out
Eurydactylodes_occidentalis;Gekkota;lizard;Out
Eurydactylodes_symmetricus;Gekkota;lizard;Out
Eurydactylodes_vieillardi;Gekkota;lizard;Out
Eurylepis_taeniolata;Scincoidea;lizard;Persian
Eutropis_beddomii;Scincoidea;lizard;Out
Eutropis_bibronii;Scincoidea;lizard;Out
Eutropis_bontocensis;Scincoidea;lizard;Out
Eutropis_carinata;Scincoidea;lizard;Persian
Eutropis_clivicola;Scincoidea;lizard;Out
Eutropis_cumingi;Scincoidea;lizard;Out
Eutropis_dissimilis;Scincoidea;lizard;Persian
Eutropis_grandis;Scincoidea;lizard;Out
Eutropis_indeprensa;Scincoidea;lizard;Out
Eutropis_longicaudata;Scincoidea;lizard;Out
Eutropis_macularia;Scincoidea;lizard;Persian
Eutropis_madaraszi;Scincoidea;lizard;Out
Eutropis_multicarinata;Scincoidea;lizard;Out
Eutropis_multifasciata;Scincoidea;lizard;Out
Eutropis_nagarjuni;Scincoidea;lizard;Out
Eutropis_novemcarinata;Scincoidea;lizard;Out
Eutropis_quadricarinata;Scincoidea;lizard;Out
Eutropis_rudis;Scincoidea;lizard;Out
Eutropis_rugifera;Scincoidea;lizard;Out
Eutropis_trivittata;Scincoidea;lizard;Out
Eutropis_tytleri;Scincoidea;lizard;Out
Exila_nigropalmata;Scincoidea;lizard;Out
Exiliboa_placata;Serpentes;snake;Out
Farancia_abacura;Serpentes;snake;Out
Farancia_erytrogramma;Serpentes;snake;Out
Feylinia_currori;Scincoidea;lizard;Out
Feylinia_grandisquamis;Scincoidea;lizard;Out
Feylinia_polylepis;Scincoidea;lizard;Out
Ficimia_streckeri;Serpentes;snake;American
Fimbrios_klossi;Serpentes;snake;Out
Fordonia_leucobalia;Serpentes;snake;Out
Furcifer_angeli;Iguania;lizard;Out
Furcifer_antimena;Iguania;lizard;Out
Furcifer_balteatus;Iguania;lizard;Out
Furcifer_belalandaensis;Iguania;lizard;Out
Furcifer_bifidus;Iguania;lizard;Out
Furcifer_campani;Iguania;lizard;Out
Furcifer_cephalolepis;Iguania;lizard;Out
Furcifer_labordi;Iguania;lizard;Out
Furcifer_lateralis;Iguania;lizard;Out
Furcifer_major;Iguania;lizard;Out
Furcifer_minor;Iguania;lizard;Out
Furcifer_nicosiai;Iguania;lizard;Out
Furcifer_oustaleti;Iguania;lizard;Out
Furcifer_pardalis;Iguania;lizard;Out
Furcifer_petteri;Iguania;lizard;Out
Furcifer_polleni;Iguania;lizard;Out
Furcifer_rhinoceratus;Iguania;lizard;Out
Furcifer_timoni;Iguania;lizard;Out
Furcifer_verrucosus;Iguania;lizard;Out
Furcifer_viridis;Iguania;lizard;Out
Furcifer_willsii;Iguania;lizard;Out
Furina_diadema;Serpentes;snake;Out
Furina_ornata;Serpentes;snake;Australian
Gallotia_atlantica;Lacertoidea;lizard;Out
Gallotia_bravoana;Lacertoidea;lizard;Out
Gallotia_caesaris;Lacertoidea;lizard;Out
Gallotia_galloti;Lacertoidea;lizard;Out
Gallotia_intermedia;Lacertoidea;lizard;Out
Gallotia_simonyi;Lacertoidea;lizard;Out
Gallotia_stehlini;Lacertoidea;lizard;Out
Gambelia_copeii;Iguania;lizard;American
Gambelia_sila;Iguania;lizard;Out
Gambelia_wislizenii;Iguania;lizard;American
Garthia_gaudichaudii;Gekkota;lizard;Out
Garthius_chaseni;Serpentes;snake;Out
Gastropholis_prasina;Lacertoidea;lizard;Out
Gastropholis_vittata;Lacertoidea;lizard;Out
Geckolepis_maculata;Gekkota;lizard;Out
Geckolepis_polylepis;Gekkota;lizard;Out
Geckolepis_typica;Gekkota;lizard;Out
Gehyra_australis;Gekkota;lizard;Out
Gehyra_baliola;Gekkota;lizard;Out
Gehyra_barea;Gekkota;lizard;Out
Gehyra_borroloola;Gekkota;lizard;Out
Gehyra_brevipalmata;Gekkota;lizard;Out
Gehyra_catenata;Gekkota;lizard;Out
Gehyra_dubia;Gekkota;lizard;Out
Gehyra_fehlmanni;Gekkota;lizard;Out
Gehyra_koira;Gekkota;lizard;Out
Gehyra_lacerata;Gekkota;lizard;Out
Gehyra_lazelli;Gekkota;lizard;Australian
Gehyra_marginata;Gekkota;lizard;Out
Gehyra_membranacruralis;Gekkota;lizard;Out
Gehyra_minuta;Gekkota;lizard;Australian
Gehyra_montium;Gekkota;lizard;Australian
Gehyra_multiporosa;Gekkota;lizard;Out
Gehyra_mutilata;Gekkota;lizard;Out
Gehyra_nana;Gekkota;lizard;Out
Gehyra_occidentalis;Gekkota;lizard;Out
Gehyra_oceanica;Gekkota;lizard;Out
Gehyra_pamela;Gekkota;lizard;Out
Gehyra_pilbara;Gekkota;lizard;Australian
Gehyra_punctata;Gekkota;lizard;Australian
Gehyra_purpurascens;Gekkota;lizard;Australian
Gehyra_robusta;Gekkota;lizard;Out
Gehyra_spheniscus;Gekkota;lizard;Out
Gehyra_variegata;Gekkota;lizard;Australian
Gehyra_vorax;Gekkota;lizard;Out
Gehyra_xenopus;Gekkota;lizard;Out
Gekko_adleri;Gekkota;lizard;Out
Gekko_athymus;Gekkota;lizard;Out
Gekko_auriverrucosus;Gekkota;lizard;Out
Gekko_badenii;Gekkota;lizard;Out
Gekko_carusadensis;Gekkota;lizard;Out
Gekko_chinensis;Gekkota;lizard;Out
Gekko_coi;Gekkota;lizard;Out
Gekko_crombota;Gekkota;lizard;Out
Gekko_ernstkelleri;Gekkota;lizard;Out
Gekko_gecko;Gekkota;lizard;Out
Gekko_gigante;Gekkota;lizard;Out
Gekko_grossmanni;Gekkota;lizard;Out
Gekko_hokouensis;Gekkota;lizard;Out
Gekko_japonicus;Gekkota;lizard;Out
Gekko_kikuchii;Gekkota;lizard;Out
Gekko_melli;Gekkota;lizard;Out
Gekko_mindorensis;Gekkota;lizard;Out
Gekko_monarchus;Gekkota;lizard;Out
Gekko_palawanensis;Gekkota;lizard;Out
Gekko_palmatus;Gekkota;lizard;Out
Gekko_petricolus;Gekkota;lizard;Out
Gekko_porosus;Gekkota;lizard;Out
Gekko_romblon;Gekkota;lizard;Out
Gekko_rossi;Gekkota;lizard;Out
Gekko_scabridus;Gekkota;lizard;Out
Gekko_scientiadventura;Gekkota;lizard;Out
Gekko_smithii;Gekkota;lizard;Out
Gekko_subpalmatus;Gekkota;lizard;Out
Gekko_swinhonis;Gekkota;lizard;Out
Gekko_truongi;Gekkota;lizard;Out
Gekko_vittatus;Gekkota;lizard;Out
Geocalamus_acutus;Lacertoidea;worm lizard;Out
Geophis_carinosus;Serpentes;snake;Out
Geophis_dubius;Serpentes;snake;Out
Geophis_godmani;Serpentes;snake;Out
Geophis_juarezi;Serpentes;snake;Out
Geophis_latifrontalis;Serpentes;snake;American
Geophis_occabus;Serpentes;snake;Out
Geophis_turbidus;Serpentes;snake;Out
Gerarda_prevostiana;Serpentes;snake;Out
Gerrhonotus_infernalis;Anguimorpha;lizard;American
Gerrhonotus_liocephalus;Anguimorpha;lizard;American
Gerrhonotus_parvus;Anguimorpha;lizard;American
Gerrhopilus_hedraeus;Serpentes;snake;Out
Gerrhopilus_mirus;Serpentes;snake;Out
Gerrhosaurus_bulsi;Scincoidea;lizard;Out
Gerrhosaurus_flavigularis;Scincoidea;lizard;Kalahari
Gerrhosaurus_multilineatus;Scincoidea;lizard;Out
Gerrhosaurus_nigrolineatus;Scincoidea;lizard;Out
Gerrhosaurus_skoogi;Scincoidea;lizard;Kalahari
Gerrhosaurus_typicus;Scincoidea;lizard;Kalahari
Glaphyromorphus_cracens;Scincoidea;lizard;Out
Glaphyromorphus_crassicaudus;Scincoidea;lizard;Out
Glaphyromorphus_darwiniensis;Scincoidea;lizard;Out
Glaphyromorphus_fuscicaudis;Scincoidea;lizard;Out
Glaphyromorphus_mjobergi;Scincoidea;lizard;Out
Glaphyromorphus_nigricaudis;Scincoidea;lizard;Out
Glaphyromorphus_pumilus;Scincoidea;lizard;Out
Glaphyromorphus_punctulatus;Scincoidea;lizard;Out
Gloydius_blomhoffii;Serpentes;snake;Out
Gloydius_brevicaudus;Serpentes;snake;Out
Gloydius_halys;Serpentes;snake;Asian_Gobi
Gloydius_intermedius;Serpentes;snake;Gobi
Gloydius_saxatilis;Serpentes;snake;Out
Gloydius_shedaoensis;Serpentes;snake;Out
Gloydius_strauchi;Serpentes;snake;Out
Gloydius_tsushimaensis;Serpentes;snake;Out
Gloydius_ussuriensis;Serpentes;snake;Out
Goggia_braacki;Gekkota;lizard;Kalahari
